"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"22006-20313","PG","Nate","Nate Wolters","Wolters","0","0","3500","UTA@BKN","UTA","BKN","","","",""
"22006-40830","PG","Delon","Delon Wright","Wright","16.52142878941127","14","3500","NY@TOR","TOR","NY","O","Shoulder","",""
"22006-9605","PG","Ramon","Ramon Sessions","Sessions","16","4","3500","NY@TOR","NY","TOR","","","",""
"22006-58247","PG","Isaiah","Isaiah Whitehead","Whitehead","10.550000190734863","4","3500","UTA@BKN","BKN","UTA","","","",""
"22006-9613","SG","Devin","Devin Harris","Harris","15.233334011501736","9","3500","MIN@DAL","DAL","MIN","GTD","Ribs","",""
"22006-15771","PF","Gorgui","Gorgui Dieng","Dieng","15.62727217240767","11","3500","MIN@DAL","MIN","DAL","O","Finger","",""
"22006-16368","PF","Mike","Mike Scott","Scott","14.192307692307692","13","3500","MIA@WAS","WAS","MIA","","","",""
"22006-9731","C","Kosta","Kosta Koufos","Koufos","16.75714329310826","14","3400","POR@SAC","SAC","POR","","","",""
"22006-12339","C","Ekpe","Ekpe Udoh","Udoh","12.073333740234375","15","3400","UTA@BKN","UTA","BKN","","","",""
"22006-15961","C","Tyler","Tyler Zeller","Zeller","15.633333841959635","6","3400","UTA@BKN","BKN","UTA","","","",""
"22006-14501","C","Tristan","Tristan Thompson","Thompson","13.712499618530273","8","3400","LAC@CLE","CLE","LAC","O","Calf","",""
"22006-42667","C","Dakari","Dakari Johnson","Johnson","10.083333333333334","6","3400","OKC@SA","OKC","SA","","","",""
"22006-14515","SG","Iman","Iman Shumpert","Shumpert","13.618182095614346","11","3400","LAC@CLE","CLE","LAC","","","",""
"22006-9940","SF","Dante","Dante Cunningham","Cunningham","13.779999796549479","15","3400","NO@DEN","NO","DEN","","","",""
"22006-55060","SG","Bogdan","Bogdan Bogdanovic","Bogdanovic","17.472726995294746","11","3400","POR@SAC","SAC","POR","","","",""
"22006-16196","PF","Dwight","Dwight Powell","Powell","14.342857360839844","14","3400","MIN@DAL","DAL","MIN","","","",""
"22006-9678","C","Channing","Channing Frye","Frye","8.053845919095552","13","3400","LAC@CLE","CLE","LAC","","","",""
"22006-64017","C","Salah","Salah Mejri","Mejri","15.181818181818182","11","3300","MIN@DAL","DAL","MIN","","","",""
"22006-60021","PF","Pascal","Pascal Siakam","Siakam","16.384615384615383","13","3300","NY@TOR","TOR","NY","","","",""
"22006-70819","PF","Dragan","Dragan Bender","Bender","13.300000190734863","16","3300","PHO@LAL","PHO","LAL","","","",""
"22006-24247","PG","Fred","Fred VanVleet","VanVleet","11.492856706891741","14","3300","NY@TOR","TOR","NY","","","",""
"22006-16071","PG","Tim","Tim Frazier","Frazier","13.842857360839844","14","3300","MIA@WAS","WAS","MIA","","","",""
"22006-9458","SF","Tony","Tony Allen","Allen","9.641666412353516","12","3300","NO@DEN","NO","DEN","GTD","Knee","",""
"22006-16201","PG","Michael","Michael Carter-Williams","Carter-Williams","12.833333333333334","3","3300","CHA@CHI","CHA","CHI","","","",""
"22006-9601","C","Andrew","Andrew Bogut","Bogut","9.411110772026909","9","3300","PHO@LAL","LAL","PHO","","","",""
"22006-15762","SF","Darius","Darius Miller","Miller","8.840000406901042","15","3300","NO@DEN","NO","DEN","","","",""
"22006-80809","SF","Josh","Josh Jackson","Jackson","17.950000762939453","16","3300","PHO@LAL","PHO","LAL","","","",""
"22006-9677","PF","Jared","Jared Dudley","Dudley","11.219999694824219","5","3300","PHO@LAL","PHO","LAL","O","Knee","",""
"22006-9702","PG","Tony","Tony Parker","Parker","19.366666279141864","63","3300","OKC@SA","SA","OKC","O","Quadriceps","",""
"22006-58378","C","Jakob","Jakob Poeltl","Poeltl","16.885713849748885","14","3200","NY@TOR","TOR","NY","","","",""
"22006-23097","PG","Tomas","Tomas Satoransky","Satoransky","6","8","3200","MIA@WAS","WAS","MIA","","","",""
"22006-9804","C","Alexis","Alexis Ajinca","Ajinca","13.651282677283653","39","3200","NO@DEN","NO","DEN","O","Knee","",""
"22006-14510","SG","Alec","Alec Burks","Burks","11.814285278320312","14","3200","UTA@BKN","UTA","BKN","","","",""
"22006-9447","SF","Joe","Joe Johnson","Johnson","13.185714721679688","7","3200","UTA@BKN","UTA","BKN","O","Wrist","",""
"22006-9962","PF","Jonas","Jonas Jerebko","Jerebko","8.88000030517578","10","3200","UTA@BKN","UTA","BKN","","","",""
"22006-9479","SF","Luol","Luol Deng","Deng","5.5","1","3200","PHO@LAL","LAL","PHO","","","",""
"22006-23825","C","Nerlens","Nerlens Noel","Noel","14.364286150251116","14","3200","MIN@DAL","DAL","MIN","","","",""
"22006-18256","SF","Doug","Doug McDermott","McDermott","13.657142639160156","14","3200","NY@TOR","NY","TOR","","","",""
"22006-9587","PF","Michael","Michael Beasley","Beasley","9.930000305175781","10","3200","NY@TOR","NY","TOR","","","",""
"22006-80821","C","Jarrett","Jarrett Allen","Allen","11.985714503696986","7","3200","UTA@BKN","BKN","UTA","","","",""
"22006-68090","SF","OG","OG Anunoby","Anunoby","13.457142421177455","14","3200","NY@TOR","TOR","NY","","","",""
"22006-66046","SG","Luke","Luke Kennard","Kennard","10.299999660915798","9","3200","DET@IND","DET","IND","","","",""
"22006-66061","SF","Dwayne","Dwayne Bacon","Bacon","13.99230722280649","13","3100","CHA@CHI","CHA","CHI","","","",""
"22006-66114","PG","Antonio","Antonio Blakeney","Blakeney","9.199999809265137","2","3100","CHA@CHI","CHI","CHA","","","",""
"22006-15469","PF","Quincy","Quincy Acy","Acy","12.4272724498402","11","3100","UTA@BKN","BKN","UTA","","","",""
"22006-70832","SF","Paul","Paul Zipser","Zipser","11.0727275501598","11","3100","CHA@CHI","CHI","CHA","","","",""
"22006-16063","PF","Eric","Eric Moreland","Moreland","7.7909088134765625","11","3100","DET@IND","DET","IND","","","",""
"22006-42689","PG","Tyler","Tyler Ennis","Ennis","5.900000095367432","8","3100","PHO@LAL","LAL","PHO","","","",""
"22006-22727","PG","Ron","Ron Baker","Baker","11.966667175292969","3","3100","NY@TOR","NY","TOR","O","Shoulder","",""
"22006-81606","PG","Jacob","Jacob Wiley","Wiley","4.6400001525878904","5","3100","UTA@BKN","BKN","UTA","","","",""
"22006-23776","PF","Montrezl","Montrezl Harrell","Harrell","9.550000190734863","8","3100","LAC@CLE","LAC","CLE","","","",""
"22006-23788","SG","Bryn","Bryn Forbes","Forbes","9.833333333333334","15","3100","OKC@SA","SA","OKC","","","",""
"22006-9968","SG","Jodie","Jodie Meeks","Meeks","11.099999564034599","14","3100","MIA@WAS","WAS","MIA","","","",""
"22006-9465","PG","Raymond","Raymond Felton","Felton","15.192856924874443","14","3100","OKC@SA","OKC","SA","","","",""
"22006-58134","SF","Justin","Justin Jackson","Jackson","10.349999564034599","14","3100","POR@SAC","SAC","POR","","","",""
"22006-63826","C","Boban","Boban Marjanovic","Marjanovic","10.649999618530273","2","3100","DET@IND","DET","IND","","","",""
"22006-80817","C","Bam","Bam Adebayo","Adebayo","11.625","8","3100","MIA@WAS","MIA","WAS","","","",""
"22006-63478","C","Cristiano","Cristiano Felicio","Felicio","9.700000127156576","12","3100","CHA@CHI","CHI","CHA","","","",""
"22006-18435","PF","Alfonzo","Alfonzo McKinnie","McKinnie","2.6799999237060548","5","3000","NY@TOR","TOR","NY","","","",""
"22006-16906","PG","Julyan","Julyan Stone","Stone","9.5","2","3000","CHA@CHI","CHA","CHI","O","Hamstring","",""
"22006-49675","PG","Derrick","Derrick White","White","4.300000190734863","4","3000","OKC@SA","SA","OKC","O","Wrist","",""
"22006-66064","SG","Malik","Malik Beasley","Beasley","5.007142748151507","14","3000","NO@DEN","DEN","NO","","","",""
"22006-59416","SF","John","John Holland","Holland","0","0","3000","LAC@CLE","CLE","LAC","","","",""
"22006-16411","SG","CJ","CJ Wilcox","Wilcox","2.5636364329944956","22","3000","POR@SAC","POR","SAC","O","Knee","",""
"22006-66091","PF","Cheick","Cheick Diallo","Diallo","6.611111111111111","9","3000","NO@DEN","NO","DEN","","","",""
"22006-9778","PF","Josh","Josh McRoberts","McRoberts","13.172726717862217","22","3000","MIN@DAL","DAL","MIN","O","Lower body","",""
"22006-12340","PF","Patrick","Patrick Patterson","Patterson","8.092857360839844","14","3000","OKC@SA","OKC","SA","","","",""
"22006-43064","PG","Kay","Kay Felder","Felder","8.588889227973091","9","3000","CHA@CHI","CHI","CHA","","","",""
"22006-23612","SG","Marcus","Marcus Georges-Hunt","Georges-Hunt","0.16666666666666666","6","3000","MIN@DAL","MIN","DAL","","","",""
"22006-12354","C","Cole","Cole Aldrich","Aldrich","1.6749999523162842","4","3000","MIN@DAL","MIN","DAL","","","",""
"22006-12357","SF","Quincy","Quincy Pondexter","Pondexter","8.75","10","3000","CHA@CHI","CHI","CHA","","","",""
"22006-17989","SF","Eric","Eric Griffin","Griffin","0","0","3000","UTA@BKN","UTA","BKN","","","",""
"22006-58457","SF","Devin","Devin Robinson","Robinson","0","0","3000","MIA@WAS","WAS","MIA","O","Foot","",""
"22006-59483","PF","Chris","Chris McCullough","McCullough","6.533333460489909","3","3000","MIA@WAS","WAS","MIA","","","",""
"22006-15964","PG","Lorenzo","Lorenzo Brown","Brown","0","0","3000","NY@TOR","TOR","NY","","","",""
"22006-58461","PF","Trey","Trey Lyles","Lyles","5.144444359673394","9","3000","NO@DEN","DEN","NO","","","",""
"22006-43109","PF","Alec","Alec Peters","Peters","6.300000190734863","2","3000","PHO@LAL","PHO","LAL","","","",""
"22006-23654","PF","Brice","Brice Johnson","Johnson","4.820000076293946","5","3000","LAC@CLE","LAC","CLE","","","",""
"22006-15975","SG","C.J.","C.J. Williams","Williams","0","2","3000","LAC@CLE","LAC","CLE","","","",""
"22006-23655","PG","Marcus","Marcus Paige","Paige","2.4000000953674316","1","3000","CHA@CHI","CHA","CHI","","","",""
"22006-41063","PF","Jordan","Jordan Mickey","Mickey","14.199999809265137","2","3000","MIA@WAS","MIA","WAS","","","",""
"22006-40561","PG","Derrick","Derrick Walton Jr.","Walton Jr.","1.2000000476837158","1","3000","MIA@WAS","MIA","WAS","","","",""
"22006-40562","SG","Josh","Josh Hart","Hart","7.427272449840199","11","3000","PHO@LAL","LAL","PHO","","","",""
"22006-15993","SG","Pat","Pat Connaughton","Connaughton","10.114286150251116","14","3000","POR@SAC","POR","SAC","","","",""
"22006-81528","SG","Yakuba","Yakuba Ouattara","Ouattara","0","0","3000","UTA@BKN","BKN","UTA","GTD","Leg","",""
"22006-15994","C","Jack","Jack Cooley","Cooley","0","0","3000","POR@SAC","SAC","POR","","","",""
"22006-16506","PG","Dwight","Dwight Buycks","Buycks","0","0","3000","DET@IND","DET","IND","","","",""
"22006-58490","PG","Wade","Wade Baldwin IV","Baldwin IV","8.748485218394887","33","3000","POR@SAC","POR","SAC","O","Thumb","",""
"22006-41083","PF","Luke","Luke Kornet","Kornet","0","0","3000","NY@TOR","NY","TOR","","","",""
"22006-23676","SG","Damyean","Damyean Dotson","Dotson","5.050000190734863","8","3000","NY@TOR","NY","TOR","","","",""
"22006-41597","SF","Johnathan","Johnathan Motley","Motley","0","0","3000","MIN@DAL","DAL","MIN","","","",""
"22006-12423","C","Omer","Omer Asik","Asik","10.777419551726311","31","3000","NO@DEN","NO","DEN","O","Illness","",""
"22006-12424","C","Timofey","Timofey Mozgov","Mozgov","10.728571210588727","14","3000","UTA@BKN","BKN","UTA","","","",""
"22006-66185","PF","Caleb","Caleb Swanigan","Swanigan","9.140000152587891","10","3000","POR@SAC","POR","SAC","","","",""
"22006-66196","SG","PJ","PJ Dozier","Dozier","0","0","3000","OKC@SA","OKC","SA","","","",""
"22006-63126","SF","Cedi","Cedi Osman","Osman","2.0714285714285716","7","3000","LAC@CLE","CLE","LAC","","","",""
"22006-63127","C","Willy","Willy Hernangomez","Hernangomez","9.057143075125557","7","3000","NY@TOR","NY","TOR","","","",""
"22006-66203","SG","Malachi","Malachi Richardson","Richardson","8.600000381469727","8","3000","POR@SAC","SAC","POR","","","",""
"22006-66205","PF","Tyler","Tyler Lydon","Lydon","0","0","3000","NO@DEN","DEN","NO","","","",""
"22006-70821","C","Georgios","Georgios Papagiannis","Papagiannis","5.625","4","3000","POR@SAC","SAC","POR","","","",""
"22006-23717","SF","Shabazz","Shabazz Muhammad","Muhammad","8.200000217982701","14","3000","MIN@DAL","MIN","DAL","","","",""
"22006-70822","SF","Juan","Juan Hernangomez","Hernangomez","0","3","3000","NO@DEN","DEN","NO","","","",""
"22006-70824","C","Ante","Ante Zizic","Zizic","5.279999923706055","5","3000","LAC@CLE","CLE","LAC","","","",""
"22006-70827","C","Ivica","Ivica Zubac","Zubac","2.299999952316284","2","3000","PHO@LAL","LAL","PHO","","","",""
"22006-14521","PF","Kenneth","Kenneth Faried","Faried","9.116666793823242","12","3000","NO@DEN","DEN","NO","","","",""
"22006-23740","PG","Ryan","Ryan Arcidiacono","Arcidiacono","1.5","1","3000","CHA@CHI","CHI","CHA","","","",""
"22006-14532","SF","Kyle","Kyle Singler","Singler","2","1","3000","OKC@SA","OKC","SA","","","",""
"22006-14539","PF","Jon","Jon Leuer","Leuer","11.612500190734863","8","3000","DET@IND","DET","IND","GTD","Ankle","",""
"22006-9932","SG","Damien","Damien Wilkins","Wilkins","3.177777820163303","9","3000","DET@IND","IND","DET","","","",""
"22006-14543","PF","Davis","Davis Bertans","Bertans","5.0363637750799","11","3000","OKC@SA","SA","OKC","","","",""
"22006-81621","PF","Maxi","Maxi Kleber","Kleber","8.555555555555555","9","3000","MIN@DAL","DAL","MIN","","","",""
"22006-58584","PG","Gian","Gian Clavell","Clavell","5.271428789411273","7","3000","MIN@DAL","DAL","MIN","","","",""
"22006-9953","C","Ian","Ian Mahinmi","Mahinmi","9.228571210588727","14","3000","MIA@WAS","WAS","MIA","","","",""
"22006-58081","PG","Tyus","Tyus Jones","Jones","8.785714285714286","14","3000","MIN@DAL","MIN","DAL","","","",""
"22006-9956","SG","Wayne","Wayne Ellington","Ellington","10.700000217982701","14","3000","MIA@WAS","MIA","WAS","","","",""
"22006-23780","SF","Jake","Jake Layman","Layman","5","3","3000","POR@SAC","POR","SAC","","","",""
"22006-9448","SG","Jamal","Jamal Crawford","Crawford","15.385713849748884","14","3000","MIN@DAL","MIN","DAL","","","",""
"22006-23273","C","AJ","AJ Hammons","Hammons","5.872727134011009","22","3000","MIA@WAS","MIA","WAS","","","",""
"22006-67312","C","Thomas","Thomas Bryant","Bryant","0","0","3000","PHO@LAL","LAL","PHO","","","",""
"22006-23282","SF","Sam","Sam Dekker","Dekker","4.570000076293946","10","3000","LAC@CLE","LAC","CLE","","","",""
"22006-23800","SF","Glenn","Glenn Robinson III","Robinson III","13.488405974014945","69","3000","DET@IND","IND","DET","O","Ankle","",""
"22006-15620","PF","Okaro","Okaro White","White","6.866666793823242","6","3000","MIA@WAS","MIA","WAS","O","Foot","",""
"22006-23300","SG","Charles","Charles Cooke","Cooke","3.25","2","3000","NO@DEN","NO","DEN","","","",""
"22006-40200","C","Lucas","Lucas Nogueira","Nogueira","15.163636641068893","11","3000","NY@TOR","TOR","NY","","","",""
"22006-9483","C","Joakim","Joakim Noah","Noah","22.023912512737773","46","3000","NY@TOR","NY","TOR","","","",""
"22006-40206","SG","Alex","Alex Abrines","Abrines","8.164285932268415","14","3000","OKC@SA","OKC","SA","","","",""
"22006-40209","C","Joffrey","Joffrey Lauvergne","Lauvergne","10.740000152587891","5","3000","OKC@SA","SA","OKC","","","",""
"22006-23826","PF","Alex","Alex Poythress","Poythress","1.433333396911621","6","3000","DET@IND","IND","DET","","","",""
"22006-55058","SF","Bruno","Bruno Caboclo","Caboclo","2.8499999046325684","2","3000","NY@TOR","TOR","NY","","","",""
"22006-15669","C","Meyers","Meyers Leonard","Leonard","10.100000381469727","2","3000","POR@SAC","POR","SAC","","","",""
"22006-20277","SF","Torrey","Torrey Craig","Craig","0","0","3000","NO@DEN","DEN","NO","","","",""
"22006-23350","SG","Matt","Matt Williams Jr.","Williams Jr.","0","0","3000","MIA@WAS","MIA","WAS","","","",""
"22006-15671","SG","Brandon","Brandon Paul","Paul","9.366666666666667","15","3000","OKC@SA","SA","OKC","","","",""
"22006-16183","SF","JaKarr","JaKarr Sampson","Sampson","6.75","2","3000","POR@SAC","SAC","POR","","","",""
"22006-34615","C","Willie","Willie Reed","Reed","13.323076688326323","13","3000","LAC@CLE","LAC","CLE","","","",""
"22006-41275","PF","Mike","Mike Young","Young","0","0","3000","MIA@WAS","WAS","MIA","","","",""
"22006-16188","SF","Anthony","Anthony Brown","Brown","9.690908952192826","11","3000","MIN@DAL","MIN","DAL","","","",""
"22006-9534","PG","Aaron","Aaron Brooks","Brooks","2.2249999046325684","4","3000","MIN@DAL","MIN","DAL","","","",""
"22006-16191","SF","Josh","Josh Huestis","Huestis","8.48181845925071","11","3000","OKC@SA","OKC","SA","","","",""
"22006-20805","SG","Troy","Troy Daniels","Daniels","7.331250190734863","16","3000","PHO@LAL","PHO","LAL","","","",""
"22006-20806","SG","Treveon","Treveon Graham","Graham","12.069999694824219","10","3000","CHA@CHI","CHA","CHI","GTD","Quadriceps","",""
"22006-40267","PG","London","London Perrantes","Perrantes","0","0","3000","LAC@CLE","CLE","LAC","","","",""
"22006-17230","PG","Langston","Langston Galloway","Galloway","11.223076453575722","13","3000","DET@IND","DET","IND","","","",""
"22006-17747","PG","Ian","Ian Clark","Clark","11.192307692307692","13","3000","NO@DEN","NO","DEN","","","",""
"22006-9580","PF","Darrell","Darrell Arthur","Arthur","4.550000190734863","2","3000","NO@DEN","DEN","NO","","","",""
"22006-9589","C","Udonis","Udonis Haslem","Haslem","5.6588233498966","17","3000","MIA@WAS","MIA","WAS","","","",""
"22006-15736","C","Jeff","Jeff Withey","Withey","4.066666603088379","6","3000","MIN@DAL","DAL","MIN","","","",""
"22006-66424","C","Justin","Justin Patton","Patton","0","0","3000","MIN@DAL","MIN","DAL","O","Foot","",""
"22006-18811","PF","Malcolm","Malcolm Miller","Miller","0","0","3000","NY@TOR","TOR","NY","O","Ankle","",""
"22006-20357","SF","Jalen","Jalen Jones","Jones","1.600000023841858","2","3000","NO@DEN","NO","DEN","","","",""
"22006-9606","SF","Corey","Corey Brewer","Brewer","7.2866668701171875","15","3000","PHO@LAL","LAL","PHO","","","",""
"22006-18828","PG","Joe","Joe Young","Young","3.6900001525878907","10","3000","DET@IND","IND","DET","","","",""
"22006-66455","PF","Henry","Henry Ellenson","Ellenson","10.7","5","3000","DET@IND","DET","IND","","","",""
"22006-66968","SF","Derrick","Derrick Jones Jr.","Jones Jr.","5.520000076293945","5","3000","PHO@LAL","PHO","LAL","","","",""
"22006-58270","PG","Edmond","Edmond Sumner","Sumner","0","0","3000","DET@IND","IND","DET","O","Knee","",""
"22006-18338","SF","Royce","Royce O'Neale","O'Neale","3.2714285169328963","7","3000","UTA@BKN","UTA","BKN","","","",""
"22006-23981","SG","Alex","Alex Caruso","Caruso","4.199999809265137","2","3000","PHO@LAL","LAL","PHO","","","",""
"22006-80815","C","Zach","Zach Collins","Collins","1.5750000476837158","4","3000","POR@SAC","POR","SAC","","","",""
"22006-15792","PF","Johnny","Johnny O'Bryant III","O'Bryant III","11.116666158040365","6","3000","CHA@CHI","CHA","CHI","","","",""
"22006-58800","SF","Daniel","Daniel Hamilton","Hamilton","0","1","3000","OKC@SA","OKC","SA","","","",""
"22006-9649","C","Nick","Nick Collison","Collison","1.5","1","3000","OKC@SA","OKC","SA","","","",""
"22006-80819","PF","Harry","Harry Giles","Giles","0","0","3000","POR@SAC","SAC","POR","O","Knee","",""
"22006-80818","PF","TJ","TJ Leaf","Leaf","8.207142966134208","14","3000","DET@IND","IND","DET","","","",""
"22006-80820","SG","Terrance","Terrance Ferguson","Ferguson","1.3399999618530274","10","3000","OKC@SA","OKC","SA","","","",""
"22006-9654","SF","Vince","Vince Carter","Carter","6.166666666666667","9","3000","POR@SAC","SAC","POR","O","Illness","",""
"22006-15798","SG","Vander","Vander Blue","Blue","0.8500000238418579","2","3000","PHO@LAL","LAL","PHO","","","",""
"22006-80823","C","Tony","Tony Bradley","Bradley","1.2000000476837158","1","3000","UTA@BKN","UTA","BKN","","","",""
"22006-48567","PG","Cameron","Cameron Payne","Payne","10.487096971081149","31","3000","CHA@CHI","CHI","CHA","O","Foot","",""
"22006-48570","PF","Isaiah","Isaiah Hicks","Hicks","0","0","3000","NY@TOR","NY","TOR","","","",""
"22006-80826","C","Ike","Ike Anigbogu","Anigbogu","2.133333365122477","6","3000","DET@IND","IND","DET","","","",""
"22006-15808","PF","Jamil","Jamil Wilson","Wilson","0","0","3000","LAC@CLE","LAC","CLE","","","",""
"22006-9669","PF","Jason","Jason Smith","Smith","6.616666793823242","6","3000","MIA@WAS","WAS","MIA","","","",""
"22006-40396","PG","Monte","Monte Morris","Morris","0","0","3000","NO@DEN","DEN","NO","","","",""
"22006-49114","PG","Frank","Frank Mason","Mason","9.214285714285714","7","3000","POR@SAC","SAC","POR","","","",""
"22006-16859","SF","Lance","Lance Thomas","Thomas","7.954545454545454","11","3000","NY@TOR","NY","TOR","","","",""
"22006-34779","PF","Mangok","Mangok Mathiang","Mathiang","2.4000000953674316","1","3000","CHA@CHI","CHA","CHI","","","",""
"22006-16348","SG","Darrun","Darrun Hilliard","Hilliard","1.9666666984558105","3","3000","OKC@SA","SA","OKC","","","",""
"22006-24543","PF","Matt","Matt Costello","Costello","14","1","3000","OKC@SA","SA","OKC","","","",""
"22006-9706","SF","Richard","Richard Jefferson","Jefferson","2.7249999046325684","4","3000","NO@DEN","DEN","NO","","","",""
"22006-9712","PG","Jose","Jose Calderon","Calderon","2.300000031789144","6","3000","LAC@CLE","CLE","LAC","","","",""
"22006-63477","SF","Luis","Luis Montero","Montero","0","0","3000","DET@IND","DET","IND","","","",""
"22006-16376","SF","Dorian","Dorian Finney-Smith","Finney-Smith","5.1875","8","3000","MIN@DAL","DAL","MIN","O","Knee","",""